Provinsi;Kabupaten;Kode;Nama;Alamat;Kode_prov;Kode_kab
DKI JAKARTA;KOTA JAKARTA BARAT;3174420;RS Medika Permata Hijau;Jl. Kebayoran Lama No.64 Jakarta Barat;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174074;RSUD Cengkareng;Jl.Kamal Raya Bumi Cengkareng Indah Cengkareng Timur;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174442;RSGM Yayasan Trisakti;Jl. Kyai Tapa Grogol Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174475;RS Puri Mandiri Kedoya;Jl. Raya Kedoya No.2,Kelurahan Kedoya Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174497;RSIA Bina Sehat Mandiri;Jl. Duri Raya No.22 Duri Kepa,Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174052;Grha Kedoya;Jln. Panjang Arteri No. 26;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174015;RS Sumber Waras;Jl. Kiyai Tapa Grogol Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174030;RS Bhakti Mulia;Jl. KS Tubun No.79 Slipi Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174063;RS Kanker Dharmais;Jl. S Parman Kav.84-86 Slipi Jakarta Barat;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174282;RSJP Harapan Kita;Jl. S. Parman Kav 87, Slipi;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174395;RSU Al-Kamal;Jl. Raya Al Kamal Kebon Jeruk Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174416;RS Patria IKKT;Jl. Cendrawasih 1 Slipi Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174431;RSIA Hermina Daan Mogot;Jl. Kintamani Raya No. 2, Komp. Perumahan Daan Mogot Baru;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174510;Rumah Sakit Bersalin Anggrek Mas;Jl. Anggrek No. 2B rt.009/02 Kelapa Dua Kebon Jeruk;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174453;RSK Bedah Cinta Kasih Tzu Chi;Jl. Kramat Raya Komplek Rusun BCI Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174486;RS Royal Taruma;Jl. Daan Mogot No.34,Jakarta Barat;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174508;RS Puri Indah;Jl. Puri Indah Raya,Blok S-2,Kel.Kembangan Selatan,Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174515S;RS MATA JAKARTA EYE CENTER KEDOYA;Jl. Terusan Arjuna Utara 1;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174026;RS Pelni Petamburan;Jl. K. S. Tubun 92-94 Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174041;RSJ Dr Soeharto Heerjan Jakarta;Jl. Prof.Dr.Latumeten No. 1 Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174260;RSAB Harapan Kita;Jl. Let.Jend. S Parman Kav. 87 Slipi Jakbar;31;3174
DKI JAKARTA;KOTA JAKARTA BARAT;3174351;Siloam Hospitals Kebon Jeruk;Jl. Perjuangan Raya Kav.8 Jakarta Barat;31;3174
DKI JAKARTA;KOTA JAKARTA PUSAT;3173105;RSIA Budi Kemuliaan;Jl. Budi Kemuliaan No.25 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173120;RSIA Bunda;Jl. Teuku Cik Ditiro No. 28 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173244;RSK Bedah Kramat Lima;Jl. Kramat V No. 6 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173441;RSIA Evasari;Jl. Rawamangun No. 47 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173496;RS Jiwa Dharma Sakti;Jl. Kaji 40 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173510;RSK THT Bedah P.Raharja;Jl. Sawo No. 58-60 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173532;RSK THT Bedah Proklamasi;Jl. Proklamasi 43 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173580;RS Kramat 128;Jl. Kramat Raya No.128,Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173623;RS Mata Jakarta Eye Center;Jl. Teuku Cik Ditiro 46 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173697S;RSKGM TNI AL R.E MARTADINATA;Jl. Farmasi no.1 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173645;RSU Menteng Mitra Afia;Jl. Kalipasir No.9 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173660;RS Keluarga Afi;Jl. Kalipasir No.9 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173682;RSIA Berkat Ibu;Jl. Sumur Batu Raya Blok A3 No.13 Kemayoran,Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173025;RS PAD Gatot Soebroto;Jl. Dr A Rahman Saleh No. 24 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173040;RS Husada;Jl. Raya Mangga Besar No.137/139 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173062;RSU PGI CIKINI;Jl. Raden Saleh No. 40 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173084;Rumkit Tk II M.Ridwan Meuraksa;Jl. Kramat Raya No.174, Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173116;RSB Yy Pemelihara Kesehatan;Jl. Gereja Theresia No.22 Menteng Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173131;RS Jiwa Dharma Jaya;Jl. Raya Mangga Besar Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173372;RSB Angkasa;Jl. Budikemuliaan 12 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173474;RS Pertamina Jaya;Jl. A. Yani No. 2 By Pass Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173506;RS Moh Husni Thamrin;Jl. Salemba Tengah 24-28 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173521;RSU Tarakan;Jl. Kyai Caringin Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173543;RS Abdi Waluyo;Jl. Hos Cokroaminoto 31-33 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173612;RSK THT Prof Nizar;Jl. Kesehatan No. 9 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173634;RSK Bedah Bina Estetika;Jl. Teuku Cik Ditiro 41 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173656;RS Mitra Kemayoran;Jl. Landas Pacu Timur Kemayoran;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173671;RSGM FKG Univ.Indonesia;Jl. Salemba Raya No. 4 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173696S;RSU BUNDA JAKARTA;Menteng;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173695;RSIA Tambak;Jl. Tambak No.18 Manggarai, Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173014;RSU Dr. Cipto Mangunkusumo;Jl. Diponegoro 71 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173036;RS AL Dr Mintoharjo;Jl. Bendungan Hilir 17 Jakpus;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3173051;RS Sint Carolus;Jl. Salemba Raya No.41 Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA PUSAT;3171768;RS Sahid Sahirman;Jl. Jend.Sudirman No.86;31;3171
DKI JAKARTA;KOTA JAKARTA PUSAT;3173073;RS Islam Jakarta Cempaka Putih;Jl. Cempaka Putih Tengah I Jakarta Pusat;31;3173
DKI JAKARTA;KOTA JAKARTA SELATAN;3171023;RS Pusat Pertamina;Jl. Kyai Maja No.43 Kebayoran Baru,Jakarta Selatan;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171045;RS Jakarta;Jl. Jend.Sudirman Kav.49,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171216;RSB Panti Nugeraha;Jl. Senayan 26 Kby.Baru,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171783S;RSIA KEMANG MEDICAL CARE;Jl. Ampera Raya No. 34;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171413;RSB Asih;Jl. Panglima Polim I/34 Melawai - Kebayorann Baru;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171072;RS Dr. Suyoto Pusrehab Kemhan;Jl. RC. Veteran No. 178 Bintaro;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171461;RS Tebet;Jl Let.Jen.MT Haryono kav 13 Jakarta Selatan;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171515;RS MMC;Jl. H R. Rasuna Said No.21,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171574;RSU Prikasih;Jl. RS Fatmawati Raya No. 74, Pd. Labu-Cilandak;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171621;RSU Gandaria;Jl. Gandaria Tengah 11 Kby Baru,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171786;RS Mayapada;Jalan Lebak Bulus I. Kav. 29;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171643;RS Siaga Raya;Jl. Siaga Raya Kav.4-8, Pejaten Barat pAsar minggu Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171784S;RSIA Yadika Kebayoran Lama;Jl. Ciputat Raya No. 5;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171676;RS Indah Medika;Jl. Tebet Raya No. 4-6,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171691;RSGM Univ.Prof.Moestopo;Jl. Bintaro Permai Raya,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171713;RSB Kartini;Jl. Ciledug Raya No.94-96 Cipulir, Keabayoran Lama;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171735;RS Jakarta Medical Center (JMC);Jl. Buncit Raya No.15, Jakarta Selatan;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171757;RSB Durentiga;Jl. Duren Tiga Raya No.5 Pancoran Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171781;RSIA Muhammadiyah Taman Puring;Jl. Gandaria I/20 Kebayoran Baru, Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171083;RSU Avisena;Jl. H. Rohimin No. 30 Kel. Ulujami, Kec. Pesanggrahan;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171012;RSUP Fatmawati;Jl. RS Fatmawati Cilandak,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3579002;Rumah Sakit dr. Etty Asharto Batu;Jl. Sajid No 44 Pesanggrahan;31;3579
DKI JAKARTA;KOTA JAKARTA SELATAN;3171034;RS AL Cilandak;Jl. Raya Cilandak,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171060;RS Jiwa Dharmawangsa;Jl. Darmawangsa Raya Blok P/ II No.13, Jakarta Selatan;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171286;RSB Budhi Jaya;Jl. Dr. Sahardjo 120,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171424;RS Mata AINI Prof. dr. Isak Salim;Jl. HR Rasuna Said,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171782S;RSIA Andhika;Jakarta Selatan;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171450;RS Setia Mitra;Jl. Fatmawati No. 80-82,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171789S;SILOAM HOSPITALS;Jl. RA Kartini No. 8;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171504;RS Pondok Indah;Jl. Metro Duta Kav. UE Pondok Indah,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171552;RS THT Bedah Yayasan Yurino;Jl. Ciranjang No.20-22,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171610;RS Harapan Kartini;Jl. Ampera Raya No.1,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171632;RS Agung;Jl. Sultan Agung No.67,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171785;RS Bhayangkara Sespimma Polri;JL. CIPUTAT RAYA NO 40, KELURAHAN PONDOK PINANG, KECAMATAN KEBAYORAN LAMA;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171665;RS Medistra;Jl. Gatot Subroto Kav 59,;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171680;RSU Tria Dipa;Jl. Raya Pasar Minggu No.3A,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171702;RSIA Zahirah;Jl. Sirsak No.21 RT/RW 009/001,Jagakarsa,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171724;RSIA Brawijaya Women and Children Hospital;Jl..Taman Brawijaya No.1,Cepete Utara,Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171746;"RSIA "" Aulia """;Jl. Jeruk Raya No.15 RT.011 RW 01,Jagakarsa Jaksel;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171511;RSB Asri;jl. Duren 3 Raya No. 20 Duren 3, Pancoran;31;3171
DKI JAKARTA;KOTA JAKARTA SELATAN;3171056;RSU MRCCC Siloam Semanggi;Jl. Garnisun Kav. 2-3 karet Semanggi, Setiabudi;31;3171
DKI JAKARTA;KOTA JAKARTA TIMUR;3172749;RS Pusat Otak Nasional;Jl MT Haryono, Kelurahan Cawang, Kecamatan Kramat Jati, Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172035;RS PENGAYOM CIPINANG;Jl. Raya Bekasi Timur 170 B, Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172061;RSPAU dr. Esnawan Antariksa;Jl. Merpati No. 2 Halim Perdana Kusuma, Jakarta;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172083;Rumkit Tk IV Cijantung;Jl. Mahoni No 1 Cijantung II Rt 005/004 Pasar Rebo,Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172126;RSU Pasar Rebo;Jl. TB Simatupang No.30,Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3171435;RS KO Jakarta;Jl. Lapangan Tembak no 75 kel cibubur No.76,Jaktim;31;3171
DKI JAKARTA;KOTA JAKARTA TIMUR;3172753S;Rumah Sakit Antam Medika;Jl. Pemuda Raya No. 1A, Pulogadung;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172243;RSIA Hermina;Jl. Jatinegara Barat 126,Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172749S;RS Pusat Otak Nasional;Jl MT Haryono, Kelurahan Cawang, Kecamatan Kramat Jati, Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172495;RS Omni Medical Center;Jl. Pulomas Barat VI/20,Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172516;RSU Kartika Pulo Mas;Jl. Pulo Mas Timur K No 2 Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172531;RS Harapan Jayakarta;Jl. Bekasi Timur No. 6 Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172590;RS Yadika;Jl. P.Revolusi No.47 Pondok Bambu Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172702;RS Dharma Nugraha;Jl. Balai Pustaka Baru 19 Rawamangun;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172751;RUMAH SAKIT GIGI DAN MULUT ANGKATAN UDARA;Jl.Puntodewo 1 Dirgantara 2, Halim Perdanakusuma;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172724;RSU Haji Jakarta;Jl. Raya Pondok Gede Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172746;RS Jiwa Duren Sawit;Jl. Duren Sawit Baru Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172748;RSIA BUNDA ALIYAH;Jl. Pahlawan Revolusi No. 100 Pondok Bamabu;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172024;RSUD Budhi Asih;Jl. Dewi Sartika, Cawang III/ 200,Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172755S;RS Jantung Jakarta;Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172050;RS Pusdikkes;Jl. Raya Bogor,Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172072;RS Bhayangkara Tk. I R.SAID SUKANTO;Jl. Raya Bogor Kramat Jati,Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172094;RS FK UKI;Jl. May.Jen Soetoyo Cawang,Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172206;RS Mitra Internasional;Jl. Jatinegara Timur No.85A-87,Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172301;RSK Bedah Rawamangun;Jl. Balai Pustaka Raya No.29-31, Rawamangun,Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172752;RS Jantung Bina Waluya;jalan;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172505;RS Islam Jakarta Timur;Jl. Raya Pondok Kopi Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172520;RS Harum;Jl. Tarum Barat, Kalimalang;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172553;RS Harapan Bunda;Jl. Raya Bogor Km.22 No.44 Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172666;RS Ibu dan Anak Restu Kasih;Jl. Raya Bogor Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172713;RS Mediros;Jl. Perintis Kemerdekaan Kav.149 Jakarta Timur;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172750S;RSIA Resti Mulya;Jl. Pahlawan Komarudin no. 05 penggilingan - Cakung;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172735;RS Jiwa Islam Klender;Jl. Bunga Rampai X P.Klender Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172137;RS Ibu dan Anak Sayyidah;Jl. Taman malaka Selatan No.6 Pondok Kelapa, Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172756S;RSIA SAMMARIE BASRA;Jl. Basuki Rachmat No. 31, Pondok Bambu, Duren Sawit;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172747S;RSU Admira;Jl. Kayu Putih Raya No.1;31;3172
DKI JAKARTA;KOTA JAKARTA TIMUR;3172013;RSUP Persahabatan;Jl. Persahabatan Raya No. 1,Jaktim;31;3172
DKI JAKARTA;KOTA JAKARTA UTARA;3175409S;RSIA Grand Family;Jl. Pantai Indah Selatan I Komp. Elang Laut Boulevard Kav. I No. 1 Penjaringan Jakarta Utara;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175016;RSUD Koja;Jl. Deli No.4 Tanjung Priok,Jakut;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175042;RS Pelabuhan Tg.Priok;Jl. Kramat Jaya Tg Priok Jakut;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175181;RS Sukmul;Jl. Tawes No.18-20 Jakarta Utara;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175315;RS Satya Negara;Jl. Agung Utara Raya No. 1 Jakut;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175330;RS ROYAL PROGRESS;Jl. Danau Sunter Utara Jakut;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175352;RS Pantai Indah Kapuk;Jl. Pantai Indah Utara 3 Jakut;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175374;RSIA Puri Medika;Jl. Sungai Bambu 5A Tanjung Priok;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175396;RS Port Medical Center;Jl. Enggano No. 10 Tanjung Priok, Jakarta Utara;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175031;RS Akademik Atma Jaya;Jl. Pluit Raya Jakarta Utara;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175075;RS Mulyasari;Jl. Raya Plumpung Semper No.19 RT.006/RW.015, Jakarta Utara;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175064;RSPI Prof.Dr. Sulianti S.;Jl. Baru Sunter Permai Raya Jakarta Utara;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175304;RSIA Hermina Podomoro;Jl. Danau Agung 2 Sunter Jakarta Utara;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175326;RS Islam Jakarta Utara;Jl. Tipar Cakung No.5 Jakut;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175408S;RUMAH SAKIT KHUSUS PARU FIRDAUS;Komp. Bea Cukai Jl. Siak J5/14;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175341;RS Pluit;Jl. Raya Pluit Selatan 2 Jakut;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175363;RSIA Family;Jl. Pluit Mas I Blok A Jakut;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175385;RS Mitra Keluarga Kelapa Gading;Jl. Bukit Gading Raya Kav.2;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3175407;RS Gading Pluit;Jl. Boulevard Timur Raya Pegangsaan Dua,Kelapa Gading;31;3175
DKI JAKARTA;KOTA JAKARTA UTARA;3174509;RUMAH SAKIT BERSALIN ST. YUSUF;Jl. Ganggeng raya No. 9;31;3174
JAWA BARAT;BANDUNG;3204016;RSU Majalaya;Jl. Cipaku No.87 Paseh Kabupaten Bandung;32;3204
JAWA BARAT;BANDUNG;3204090;RSUD Soreang;Jl. Alun-Alun Utara Soreang;32;3204
JAWA BARAT;BANDUNG;3204154;RS Lanud Sulaiman;Jl. Terusan Kopo Margahayu Bdg;32;3204
JAWA BARAT;BANDUNG;3273442;RSK Bedah Bina Sehat;Jl. Raya Dayeuh Kolot No.325 Bandung;32;3273
JAWA BARAT;BANDUNG;3204086;RS Islam Al Ihsan;Jl. Bale Endah Kab Bandung;32;3204
JAWA BARAT;BANDUNG;3204101;RSUD Cicalengka;Jl. H. Darham No.35 - Cikopo-Cicalengka Kab. Bandung;32;3204
JAWA BARAT;BANDUNG BARAT;3217002S;RSUD CILILIN;Jl. Blok Cinta Karya;32;3217
JAWA BARAT;BANDUNG BARAT;3217042;RS Jiwa Provinsi Jawa Barat;Jl. Kolonel Masturi KM 7 Cisarua - Bandung Barat;32;3217
JAWA BARAT;BANDUNG BARAT;3217121;RS. CAHYA KAWALUYAN;JL. PARAHYANGAN KM.3, KOTA BARU PARAHYANGAN;32;3217
JAWA BARAT;BEKASI;3216423S;RSAB Kartika Husada Jati Asih;Jl. Swatantra no. 71 JAtiasih Bekasi;32;3216
JAWA BARAT;BEKASI;3216393S;RS MITRA KELUARGA CIKARANG;JL.INDUSTRI RAYA 100,Lemah Abang;32;3216
JAWA BARAT;BEKASI;3216406S;RS HOSANA MEDIKA CIKARANG BARU;Jl.Anggrek B2/2 RT 01/11 Ds Mekar Mukti;32;3216
JAWA BARAT;BEKASI;3216407S;RSIA Cahaya Medika;Kp. Kebon RT 02/01, Tambun;32;3216
JAWA BARAT;BEKASI;3216418S;RSB SETIA CIKARANG;JL. RAYA SERANG CIBARUSAH NO 41, CIKARANG SELATAN, BEKASI;32;3216
JAWA BARAT;BEKASI;3216409S;RSIA CIKARANG MEDIKA;Jl. KH. Fudholi No. 78 Cikarang Utara;32;3216
JAWA BARAT;BEKASI;3216386;RS AMANDA;Jl. Raya Serang No.83;32;3216
JAWA BARAT;BEKASI;3216414S;RSIA AMANDA;Jl. Raya Industri No. 36 Cikarang Utara;32;3216
JAWA BARAT;BEKASI;3216394S;RUMAH SAKIT HOSANA MEDICA PILAR;Jl. KH Dewantara No.33;32;3216
JAWA BARAT;BEKASI;3216416S;RS PERMATA KELUARGA LIPPO CIKARANG;-;32;3216
JAWA BARAT;BEKASI;3216400S;RSU Aprilia Medika;Jl. Raya setu No.99 Desa Lubang Buaya Kec. Setu;32;3216
JAWA BARAT;BEKASI;3216252;RSUD Kab.Bekasi;Jl. Teuku Umar Cibitung,Bekasi;32;3216
JAWA BARAT;BEKASI;3216104;RS Karya Medika;Jl. Imam Bonjol No. 9B;32;3216
JAWA BARAT;BEKASI;3216126;RS Annisa;Jl. Cikarang Baru No.31 Cikarang Utara Bekasi;32;3216
JAWA BARAT;BEKASI;3216351;RS Kartika Husada;Jl. Raya Mangunjaya No.07 Kp.Rukem,Tambun - Bekasi;32;3216
JAWA BARAT;BEKASI;3216152;RS Siloam Glenegles;Jl. MH Thamrin Kav.105 Bekasi;32;3216
JAWA BARAT;BEKASI;3216385;RS.Harapan Keluarga Jababeka;Jl. Kasuari Raya Kav. IA & IB Cikarang Baru;32;3216
JAWA BARAT;BEKASI;3216401S;RS JATIMULYA;Jl. Jatimulya Raya No. 14 Bekasi Timur;32;3216
JAWA BARAT;BEKASI;3216318;RS Hermina Grand Wisata;Jl. Festival Boulevard Blok J A1 No.1 Lambang Sari Tambun Selatan Bekasi;32;3216
JAWA BARAT;BEKASI;3216419;RS DR. SANDER BATUNA;JL. KH. DEWANTARA NO.33 PILAR CIKARANG UTARA;32;3216
JAWA BARAT;BEKASI;3216420;RS MEDIROSSA 2;Jl. Cibarusah;32;3216
JAWA BARAT;BEKASI;3216421S;RSIA Puspa Husada;Jl. Raya Pondok Timur KM. 1;32;3216
JAWA BARAT;BEKASI;3216413S;RS KARTIKA HUSADA SETU;Jl. Raya Burangkeng Desa Burangkeng Rt. 001 Rw.06 Kec. Setu;32;3216
JAWA BARAT;BEKASI;3216384;RSIA Siti Zachroh;Jl. Sultan Hasanudin No. 84, Desa Mekar Sari;32;3216
JAWA BARAT;BEKASI;3216408S;RS HARAPAN MULIA;Jl. Raya Cibarusah No. 5 Bekasi;32;3216
JAWA BARAT;BEKASI;3216374;MULTAZAM MEDIKA;JL. RAYA PERUM JATIMULYA NO.1;32;3216
JAWA BARAT;BEKASI;3216388S;RS Cibitung Medika;Jl. H. Bosih No.117 Cibitung Kabupaten Bekasi;32;3216
JAWA BARAT;BEKASI;3216415S;RS RIDHOKA SALMA;Jl. Raya Imam Bonjol No 7 Cikarang Barat;32;3216
